Site,Code site,Branche,Chargé d'exploitation,Energie,Semaine de l'alerte,Mois de l'alerte,Date d'envoi de l'alerte au client ,Client alerté,Chargé d'analyse BO ,Période Talon ,Talon ref ,Début surconsommation ,Fin surconsommation ,Talon surconso identifié,DP Surconso (kW),Nb d'heures,Nb nuits/jours concernés,Impact conso (kWh),Type d'impact,% Surconso,Période d'alerte,Type de surconso,Catégorie
ORANGE,CS644,SES,DM,Electricité,24,6, ,0,HH,Eté,65,2023-06-11,2023-06-18,70,5.0,3.0,7,105.0,Récurrent,0.07692307692307693,Nuit,Impact Client,Eclairage
ORANGE,CS644,SES,DM,Electricité,25,6, ,0,HH,Eté,65,2023-06-18,2023-06-25,70,5.0,3.0,7,105.0,Récurrent,0.07692307692307693,Nuit,Impact Client,Eclairage
ORANGE,CS644,SES,DM,Electricité,23,6, ,0,HH,Eté,65,2023-06-04,2023-06-11,70,5.0,3.0,7,105.0,Récurrent,0.07692307692307693,Nuit,Impact Client,Eclairage 
ORANGE,CS644,SES,DM,Electricité,26,6, ,0,HH,Eté,65,2023-06-25,2023-07-01,75,10.0,3.0,6,180.0,Récurrent,0.15384615384615385,Nuit,Impact Client,Eclairage 
PANTIN,CS978,SES,EE,Electricité,24,6, ,0,HH,Eté,65,2023-06-11,2023-06-18,90,25.0,6.0,7,1050.0,Récurrent,0.38461538461538464,Nuit,Impact Client,Eclairage
PANTIN,CS978,SES,EE,Electricité,22,6, ,0,HH,Eté,65,2023-06-01,2023-06-04,80,15.0,6.0,3,270.0,Récurrent,0.23076923076923078,Nuit,A définir,Investigation en cours
PANTIN,CS978,SES,EE,Electricité,25,6,2023-07-04 00:00:00,0,HH,Eté,65,2023-06-18,2023-06-25,80,15.0,4.0,7,420.0,Récurrent,0.23076923076923078,Nuit,A définir,Investigation en cours
PANTIN,CS978,SES,EE,Electricité,26,6, ,0,HH,Eté,65,2023-06-25,2023-07-01,80,15.0,4.0,6,360.0,Récurrent,0.23076923076923078,Nuit,A définir,Investigation en cours
PANTIN,CS978,SES,EE,Electricité,23,6, ,0,HH,Eté,65,2023-06-04,2023-06-11,85,20.0,6.0,7,840.0,Récurrent,0.3076923076923077,Nuit,A définir,Investigation en cours
PANTIN,CS978,SES,EE,Electricité,26,6, ,0,HH,Eté,65,2023-06-25,2023-07-01,100,35.0,2.0,6,420.0,Récurrent,0.5384615384615384,Nuit,Impact Client,Changement de comportement 
PANTIN,CS978,SES,EE,Electricité,25,6, ,0,HH,Eté,65,2023-06-18,2023-06-25,110,45.0,2.0,7,630.0,Récurrent,0.6923076923076923,Nuit,Impact Client,Changement de comportement
PARIS GRAND PAVOIS,CS385,SES,EE,Electricité,23,6, ,0,HH,Eté,80,2023-06-10,2023-06-11,85,5.0,5.0,1,25.0,Récurrent,0.0625,Nuit,Impact Client,Eclairage 
PARIS GRAND PAVOIS,CS385,SES,EE,Electricité,23,6, ,0,HH,Eté,80,2023-06-04,2023-06-10,100,20.0,5.0,6,600.0,Récurrent,0.25,Nuit,Impact Client,Eclairage 
PARIS GRAND PAVOIS,CS385,SES,EE,Electricité,22,6, ,0,HH,Eté,80,2023-06-04,2023-06-04,100,20.0,7.0,1,140.0,Récurrent,0.25,Dim,Impact Client,Changement de comportement
PARIS GRAND PAVOIS,CS385,SES,EE,Electricité,25,6, ,0,HH,Eté,80,2023-06-25,2023-06-25,105,25.0,7.0,1,175.0,Récurrent,0.3125,Dim,Impact Client,Changement de comportement
PARIS GRAND PAVOIS,CS385,SES,EE,Electricité,24,6, ,0,HH,Eté,80,2023-06-12,2023-06-18,100,20.0,5.0,6,600.0,Récurrent,0.25,Nuit,A définir,Investigation en cours
PARIS GRAND PAVOIS,CS385,SES,EE,Electricité,25,6, ,0,HH,Eté,80,2023-06-18,2023-06-25,100,20.0,5.0,7,700.0,Récurrent,0.25,Nuit,A définir,Investigation en cours
PARIS GRAND PAVOIS,CS385,SES,EE,Electricité,26,6, ,0,HH,Eté,80,2023-06-25,2023-07-01,100,20.0,5.0,6,600.0,Récurrent,0.25,Nuit,A définir,Investigation en cours
PARIS GRAND PAVOIS,CS385,SES,EE,Electricité,24,6, ,0,HH,Eté,80,2023-06-18,2023-06-18,110,30.0,7.0,1,210.0,Récurrent,0.375,Dim,Impact Client,Changement de comportement
PARIS GRAND PAVOIS,CS385,SES,EE,Electricité,24,6, ,0,HH,Eté,80,2023-06-11,2023-06-12,130,50.0,3.0,1,150.0,Récurrent,0.625,Nuit,Impact Client,Changement de comportement
PARIS LA POMPE,CS274,SES,EE,Electricité,24,6, ,0,HH,Eté,55,2023-06-11,2023-06-17,70,15.0,3.0,6,270.0,Récurrent,0.2727272727272727,Nuit,Impact Client,Eclairage
PARIS LA POMPE,CS274,SES,EE,Electricité,22,6, ,0,HH,Eté,55,2023-06-01,2023-06-03,70,15.0,3.0,2,90.0,Récurrent,0.2727272727272727,Nuit,Impact Client,Eclairage 
PARIS LA POMPE,CS274,SES,EE,Electricité,22,6, ,0,HH,Eté,55,2023-06-04,2023-06-04,70,15.0,7.0,1,105.0,Récurrent,0.2727272727272727,Dim,Impact Client,Changement de comportement
PARIS LA POMPE,CS274,SES,EE,Electricité,25,6, ,0,HH,Eté,55,2023-06-18,2023-06-24,75,20.0,3.0,6,360.0,Récurrent,0.36363636363636365,Nuit,Impact Client,Eclairage
PARIS LA POMPE,CS274,SES,EE,Electricité,25,6, ,0,HH,Eté,55,2023-06-25,2023-06-25,75,20.0,7.0,1,140.0,Récurrent,0.36363636363636365,Dim,Impact Client,Eclairage
PARIS LA POMPE,CS274,SES,EE,Electricité,26,6, ,0,HH,Eté,55,2023-06-25,2023-07-01,75,20.0,3.0,6,360.0,Récurrent,0.36363636363636365,Nuit,Impact Client,Eclairage
PARIS LA POMPE,CS274,SES,EE,Electricité,24,6, ,0,HH,Eté,55,2023-06-18,2023-06-18,80,25.0,7.0,1,175.0,Récurrent,0.45454545454545453,Dim,Impact Client,Changement de comportement
PARIS LA POMPE,CS274,SES,EE,Electricité,23,6, ,0,HH,Eté,55,2023-06-11,2023-06-11,80,25.0,7.0,1,175.0,Récurrent,0.45454545454545453,Dim,Impact Client,Changement de comportement 
PARIS LA POMPE,CS274,SES,EE,Electricité,23,6, ,0,HH,Eté,55,2023-06-04,2023-06-10,70,15.0,3.0,6,270.0,Récurrent,0.2727272727272727,Nuit,A définir,Investigation en cours
PARIS MENILMONTANT,CS167,SES,EE,Electricité,23,6, ,0,HH,Eté,100,2023-06-04,2023-06-11,160,60.0,3.0,7,1260.0,Récurrent,0.6,Nuit,A définir,Investigation en cours
PARIS MENILMONTANT,CS167,SES,EE,Electricité,23,6, ,0,HH,Eté,100,2023-06-11,2023-06-11,170,70.0,7.0,1,490.0,Récurrent,0.7,Dim,A définir,Investigation en cours
PARIS MENILMONTANT,CS167,SES,EE,Electricité,22,6, ,0,HH,Eté,100,2023-06-01,2023-06-04,145,45.0,3.0,3,405.0,Récurrent,0.45,Nuit,Impact Client,Eclairage 
PARIS MENILMONTANT,CS167,SES,EE,Electricité,24,6, ,0,HH,Eté,100,2023-06-17,2023-06-18,160,60.0,3.0,1,180.0,Récurrent,0.6,Nuit,Impact Client,Eclairage
PARIS MENILMONTANT,CS167,SES,EE,Electricité,22,6, ,0,HH,Eté,100,2023-06-04,2023-06-04,160,60.0,7.0,1,420.0,Récurrent,0.6,Dim,Impact Client,Eclairage 
PARIS MENILMONTANT,CS167,SES,EE,Electricité,24,6, ,0,HH,Eté,100,2023-06-11,2023-06-15,165,65.0,3.0,4,780.0,Récurrent,0.65,Nuit,Impact Client,Eclairage
PARIS MENILMONTANT,CS167,SES,EE,Electricité,25,6, ,0,HH,Eté,100,2023-06-18,2023-06-25,170,70.0,3.0,7,1470.0,Récurrent,0.7,Nuit,Impact Client,Eclairage
PARIS MENILMONTANT,CS167,SES,EE,Electricité,26,6, ,0,HH,Eté,100,2023-06-25,2023-07-01,170,70.0,3.0,6,1260.0,Récurrent,0.7,Nuit,Impact Client,Eclairage
PARIS MENILMONTANT,CS167,SES,EE,Electricité,24,6, ,0,HH,Eté,100,2023-06-15,2023-06-17,180,80.0,3.0,2,480.0,Récurrent,0.8,Nuit,Impact Client,Eclairage
PARIS MENILMONTANT,CS167,SES,EE,Electricité,24,6, ,0,HH,Eté,100,2023-06-18,2023-06-18,185,85.0,5.0,1,425.0,Récurrent,0.85,Dim,Impact Client,Eclairage
PARIS MENILMONTANT,CS167,SES,EE,Electricité,25,6, ,0,HH,Eté,100,2023-06-25,2023-06-25,185,85.0,7.0,1,595.0,Récurrent,0.85,Dim,Impact Client,Eclairage
PARIS MONTPARNASSE,CS370,SES,EE,Electricité,22,6, ,0,HH,Eté,40,2023-06-01,2023-06-04,60,20.0,3.0,3,180.0,Récurrent,0.5,Nuit,Impact Client,Eclairage
PARIS MONTPARNASSE,CS370,SES,EE,Electricité,23,6, ,0,HH,Eté,40,2023-06-04,2023-06-11,60,20.0,3.0,7,420.0,Récurrent,0.5,Nuit,Impact Client,Eclairage 
PARIS MONTPARNASSE,CS370,SES,EE,Electricité,24,6, ,0,HH,Eté,40,2023-06-11,2023-06-18,65,25.0,3.0,7,525.0,Récurrent,0.625,Nuit,A définir,Investigation en cours
PARIS MONTPARNASSE,CS370,SES,EE,Electricité,25,6, ,0,HH,Eté,40,2023-06-18,2023-06-25,65,25.0,3.0,7,525.0,Récurrent,0.625,Nuit,A définir,Investigation en cours
PARIS MONTPARNASSE,CS370,SES,EE,Electricité,26,6, ,0,HH,Eté,40,2023-06-25,2023-07-01,65,25.0,3.0,6,450.0,Récurrent,0.625,Nuit,A définir,Investigation en cours
PARIS RUE DE BAGNOLET,CS354,SES,EE,Electricité,22,6, ,0,HH,Eté,55,2023-06-01,2023-06-04,65,10.0,3.0,3,90.0,Récurrent,0.18181818181818182,Nuit,Impact Client,Eclairage
PARIS RUE DE BAGNOLET,CS354,SES,EE,Electricité,22,6, ,0,HH,Eté,55,2023-06-04,2023-06-04,70,15.0,13.0,1,195.0,Récurrent,0.2727272727272727,Dim,Impact Client,Changement de comportement
PARIS RUE DE BAGNOLET,CS354,SES,EE,Electricité,26,6, ,0,HH,Eté,55,2023-06-25,2023-07-01,75,20.0,3.0,6,360.0,Récurrent,0.36363636363636365,Nuit,Impact Client,Eclairage 
PARIS RUE DE BAGNOLET,CS354,SES,EE,Electricité,23,6, ,0,HH,Eté,55,2023-06-04,2023-06-11,70,15.0,3.0,7,315.0,Récurrent,0.2727272727272727,Nuit,A définir,Investigation en cours
PARIS RUE DE BAGNOLET,CS354,SES,EE,Electricité,23,6, ,0,HH,Eté,55,2023-06-11,2023-06-11,75,20.0,13.0,1,260.0,Récurrent,0.36363636363636365,Dim,A définir,Investigation en cours
PARIS RUE DE BAGNOLET,CS354,SES,EE,Electricité,24,6, ,0,HH,Eté,55,2023-06-12,2023-06-18,80,25.0,3.0,6,450.0,Récurrent,0.45454545454545453,Nuit,A définir,Investigation en cours
PARIS RUE DE BAGNOLET,CS354,SES,EE,Electricité,25,6, ,0,HH,Eté,55,2023-06-18,2023-06-25,80,25.0,3.0,7,525.0,Récurrent,0.45454545454545453,Nuit,A définir,Investigation en cours
PARIS RUE DE BAGNOLET,CS354,SES,EE,Electricité,25,6, ,0,HH,Eté,55,2023-06-25,2023-06-25,85,30.0,13.0,1,390.0,Récurrent,0.5454545454545454,Dim,A définir,Investigation en cours
PARIS RUE DE BAGNOLET,CS354,SES,EE,Electricité,24,6, ,0,HH,Eté,55,2023-06-18,2023-06-18,90,35.0,13.0,1,455.0,Récurrent,0.6363636363636364,Dim,Impact Client,Changement de comportement
PARIS RUE DE FLANDRE,CS922,SES,EE,Electricité,23,6, ,0,HH,Eté,120,2023-06-11,2023-06-11,145,25.0,13.0,1,325.0,Récurrent,0.20833333333333334,Dim,Impact Client,Changement de comportement 
PARIS RUE DE FLANDRE,CS922,SES,EE,Electricité,22,6, ,0,HH,Eté,120,2023-06-01,2023-06-04,125,5.0,2.0,3,30.0,Récurrent,0.041666666666666664,Nuit,A définir,Investigation en cours
PARIS RUE DE FLANDRE,CS922,SES,EE,Electricité,22,6, ,0,HH,Eté,120,2023-06-04,2023-06-04,130,10.0,13.0,1,130.0,Récurrent,0.08333333333333333,Dim,A définir,Investigation en cours
PARIS RUE DE FLANDRE,CS922,SES,EE,Electricité,23,6, ,0,HH,Eté,120,2023-06-06,2023-06-11,130,10.0,3.0,5,150.0,Récurrent,0.08333333333333333,Nuit,A définir,Investigation en cours
PARIS RUE DE FLANDRE,CS922,SES,EE,Electricité,24,6, ,0,HH,Eté,120,2023-06-18,2023-06-18,140,20.0,13.0,1,260.0,Récurrent,0.16666666666666666,Dim,A définir,Investigation en cours
PARIS RUE DE FLANDRE,CS922,SES,EE,Electricité,24,6, ,0,HH,Eté,120,2023-06-11,2023-06-18,145,25.0,3.0,7,525.0,Récurrent,0.20833333333333334,Nuit,A définir,Investigation en cours
PARIS RUE DE FLANDRE,CS922,SES,EE,Electricité,25,6, ,0,HH,Eté,120,2023-06-18,2023-06-25,145,25.0,3.0,7,525.0,Récurrent,0.20833333333333334,Nuit,A définir,Investigation en cours
PARIS RUE DE FLANDRE,CS922,SES,EE,Electricité,25,6, ,0,HH,Eté,120,2023-06-25,2023-06-25,160,40.0,13.0,1,520.0,Récurrent,0.3333333333333333,Dim,Impact Client,Changement de comportement
PARIS SAINT DIDIER,CS272,SES,EE,Electricité,22,6, ,0,HH,Eté,160,2023-06-04,2023-06-04,185,25.0,13.0,1,325.0,Récurrent,0.15625,Dim,Impact Client,Changement de comportement
PARIS SAINT DIDIER,CS272,SES,EE,Electricité,23,6, ,0,HH,Eté,160,2023-06-04,2023-06-09,165,5.0,5.0,5,125.0,Récurrent,0.03125,Nuit,A définir,Investigation en cours
PARIS SAINT DIDIER,CS272,SES,EE,Electricité,22,6, ,0,HH,Eté,160,2023-06-01,2023-06-03,170,10.0,5.0,2,100.0,Récurrent,0.0625,Nuit,A définir,Investigation en cours
PARIS SAINT DIDIER,CS272,SES,EE,Electricité,23,6, ,0,HH,Eté,160,2023-06-09,2023-06-11,185,25.0,5.0,2,250.0,Récurrent,0.15625,Nuit,A définir,Investigation en cours
PARIS SAINT DIDIER,CS272,SES,EE,Electricité,26,6, ,0,HH,Eté,160,2023-06-25,2023-07-01,185,25.0,5.0,6,750.0,Récurrent,0.15625,Nuit,A définir,Investigation en cours
PARIS SAINT DIDIER,CS272,SES,EE,Electricité,25,6, ,0,HH,Eté,160,2023-06-18,2023-06-25,195,35.0,5.0,7,1225.0,Récurrent,0.21875,Nuit,A définir,Investigation en cours
PARIS SAINT DIDIER,CS272,SES,EE,Electricité,24,6, ,0,HH,Eté,160,2023-06-11,2023-06-17,200,40.0,5.0,6,1200.0,Récurrent,0.25,Nuit,A définir,Investigation en cours
PARIS SAINT DIDIER,CS272,SES,EE,Electricité,25,6, ,0,HH,Eté,160,2023-06-25,2023-06-25,215,55.0,13.0,1,715.0,Récurrent,0.34375,Dim,Impact Client,Changement de comportement
PARIS SAINT DIDIER,CS272,SES,EE,Electricité,24,6, ,0,HH,Eté,160,2023-06-18,2023-06-18,220,60.0,13.0,1,780.0,Récurrent,0.375,Dim,Impact Client,Changement de comportement
PARIS SAINT DIDIER,CS272,SES,EE,Electricité,23,6, ,0,HH,Eté,160,2023-06-11,2023-06-11,220,60.0,13.0,1,780.0,Récurrent,0.375,Dim,Impact Client,Changement de comportement 
PAU CHARLES DE GAULLE,CS904,SES,DM,Electricité,23,6, ,0,HH,Eté,55,2023-06-11,2023-06-11,60,5.0,7.0,1,35.0,Récurrent,0.09090909090909091,Dim,Impact Client,Changement de comportement 
PAU CHARLES DE GAULLE,CS904,SES,DM,Electricité,22,6, ,0,HH,Eté,55,2023-06-04,2023-06-04,60,5.0,7.0,1,35.0,Récurrent,0.09090909090909091,Dim,Impact Client,Changement de comportement
PAU CHARLES DE GAULLE,CS904,SES,DM,Electricité,22,6, ,0,HH,Eté,55,2023-06-01,2023-06-04,60,5.0,1.0,3,15.0,Récurrent,0.09090909090909091,Nuit,Impact Client,Changement de comportement
PAU CHARLES DE GAULLE,CS904,SES,DM,Electricité,23,6, ,0,HH,Eté,55,2023-06-04,2023-06-11,60,5.0,1.0,7,35.0,Récurrent,0.09090909090909091,Nuit,Impact Client,Changement de comportement
PAU CHARLES DE GAULLE,CS904,SES,DM,Electricité,24,6, ,0,HH,Eté,55,2023-06-11,2023-06-18,60,5.0,3.0,7,105.0,Récurrent,0.09090909090909091,Nuit,Impact Client,Changement de comportement
PAU CHARLES DE GAULLE,CS904,SES,DM,Electricité,24,6, ,0,HH,Eté,55,2023-06-18,2023-06-18,65,10.0,7.0,1,70.0,Récurrent,0.18181818181818182,Dim,Impact Client,Changement de comportement
PAU CHARLES DE GAULLE,CS904,SES,DM,Electricité,25,6, ,0,HH,Eté,55,2023-06-25,2023-06-25,65,10.0,7.0,1,70.0,Récurrent,0.18181818181818182,Dim,Impact Client,Changement de comportement
PAU CHARLES DE GAULLE,CS904,SES,DM,Electricité,26,6, ,0,HH,Eté,55,2023-06-25,2023-07-01,65,10.0,1.0,6,60.0,Récurrent,0.18181818181818182,Nuit,Impact Client,Changement de comportement 
PAU LONS,CS908,SES,EE,Electricité,23,6, ,0,HH,Eté,45,2023-06-11,2023-06-11,65,20.0,6.0,1,120.0,Récurrent,0.4444444444444444,Dim,Impact Client,Changement de comportement 
PAU LONS,CS908,SES,EE,Electricité,22,6, ,0,HH,Eté,45,2023-06-04,2023-06-04,65,20.0,6.0,1,120.0,Récurrent,0.4444444444444444,Dim,Impact Client,Changement de comportement
PAU LONS,CS908,SES,EE,Electricité,24,6, ,0,HH,Eté,45,2023-06-18,2023-06-18,75,30.0,6.0,1,180.0,Récurrent,0.6666666666666666,Dim,Impact Client,Changement de comportement
PAU LONS,CS908,SES,EE,Electricité,25,6, ,0,HH,Eté,45,2023-06-25,2023-06-25,80,35.0,6.0,1,210.0,Récurrent,0.7777777777777778,Dim,Impact Client,Changement de comportement
PERPIGNAN MERCADER,CM905,Super Casino,EE,Electricité,23,6, ,0,HH,Eté,70,2023-06-05,2023-06-11,75,5.0,7.0,6,210.0,Récurrent,0.07142857142857142,Nuit,Impact Client,Multi-usage
PERPIGNAN MERCADER,CM905,Super Casino,EE,Electricité,23,6, ,0,HH,Eté,70,2023-06-11,2023-06-11,80,10.0,7.0,1,70.0,Récurrent,0.14285714285714285,Dim,Impact Client,Multi-usage
PERPIGNAN MERCADER,CM905,Super Casino,EE,Electricité,25,6, ,0,HH,Eté,70,2023-06-18,2023-06-25,80,10.0,7.0,7,490.0,Récurrent,0.14285714285714285,Nuit,Impact Client,Multi-usage
PERPIGNAN MERCADER,CM905,Super Casino,EE,Electricité,24,6, ,0,HH,Eté,70,2023-06-11,2023-06-18,80,10.0,7.0,7,490.0,Récurrent,0.14285714285714285,Nuit,Impact Client,Multi-usage
PERPIGNAN MERCADER,CM905,Super Casino,EE,Electricité,26,6, ,0,HH,Eté,70,2023-06-25,2023-07-01,85,15.0,7.0,6,630.0,Récurrent,0.21428571428571427,Nuit,Impact Client,Multi-usage
PERPIGNAN MERCADER,CM905,Super Casino,EE,Electricité,24,6, ,0,HH,Eté,70,2023-06-18,2023-06-18,85,15.0,7.0,1,105.0,Récurrent,0.21428571428571427,Dim,Impact Client,Multi-usage
PERPIGNAN MERCADER,CM905,Super Casino,EE,Electricité,25,6, ,0,HH,Eté,70,2023-06-25,2023-06-25,90,20.0,7.0,1,140.0,Récurrent,0.2857142857142857,Dim,Impact Client,Multi-usage
PLONEOUR LANVERN,CS198,SES,EE,Electricité,24,6, ,0,HH,Eté,60,2023-06-18,2023-06-18,90,30.0,13.0,1,390.0,Récurrent,0.5,Dim,Impact Client,Changement de comportement
PLONEOUR LANVERN,CS198,SES,EE,Electricité,23,6, ,0,HH,Eté,60,2023-06-11,2023-06-11,90,30.0,13.0,1,390.0,Récurrent,0.5,Dim,Impact Client,Changement de comportement 
PLONEOUR LANVERN,CS198,SES,EE,Electricité,22,6, ,0,HH,Eté,60,2023-06-04,2023-06-04,95,35.0,12.0,1,420.0,Récurrent,0.5833333333333334,Dim,Impact Client,Changement de comportement
PLONEOUR LANVERN,CS198,SES,EE,Electricité,25,6, ,0,HH,Eté,60,2023-06-25,2023-06-25,95,35.0,12.0,1,420.0,Récurrent,0.5833333333333334,Dim,Impact Client,Changement de comportement
PLOUARET,CS542,SES,EE,Electricité,24,6, ,0,HH,Eté,40,2023-06-18,2023-06-18,45,5.0,3.0,1,15.0,Récurrent,0.125,Dim,Impact Client,Changement de comportement
PLOUARET,CS542,SES,EE,Electricité,23,6, ,0,HH,Eté,40,2023-06-11,2023-06-11,45,5.0,4.0,1,20.0,Récurrent,0.125,Dim,Impact Client,Changement de comportement 
PLOUARET,CS542,SES,EE,Electricité,25,6, ,0,HH,Eté,40,2023-06-25,2023-06-25,45,5.0,5.0,1,25.0,Récurrent,0.125,Dim,Impact Client,Changement de comportement
PLOUAY,CS239,Super Casino,EE,Electricité,23,6, ,0,HH,Eté,30,2023-06-07,2023-06-08,30,0.0,2.0,1,0.0,Récurrent,0,Nuit,Impact Client,Multi-usage
PLOUAY,CS239,Super Casino,EE,Electricité,23,6, ,0,HH,Eté,30,2023-06-09,2023-06-10,30,0.0,2.0,1,0.0,Récurrent,0,Nuit,Impact Client,Multi-usage
PLOUAY,CS239,Super Casino,EE,Electricité,23,6, ,0,HH,Eté,30,2023-06-11,2023-06-11,30,0.0,4.0,1,0.0,Récurrent,0,Dim,Impact Client,Multi-usage
PLOUDALMEZEAU,CM659,Franchisés,EE,Electricité,22,6, ,0,HH,Eté,30,2023-06-01,2023-06-04,35,5.0,7.0,3,105.0,Récurrent,0.16666666666666666,Nuit,Impact Client,Eclairage
PLOUDALMEZEAU,CM659,Franchisés,EE,Electricité,23,6, ,0,HH,Eté,30,2023-06-04,2023-06-11,35,5.0,7.0,7,245.0,Récurrent,0.16666666666666666,Nuit,Impact Client,Multi-usage
PLOUDALMEZEAU,CM659,Franchisés,EE,Electricité,24,6, ,0,HH,Eté,30,2023-06-11,2023-06-18,40,10.0,7.0,7,490.0,Récurrent,0.3333333333333333,Nuit,Impact Client,Eclairage
PLOUDALMEZEAU,CM659,Franchisés,EE,Electricité,24,6, ,0,HH,Eté,30,2023-06-18,2023-06-18,40,10.0,7.0,1,70.0,Récurrent,0.3333333333333333,Dim,Impact Client,Eclairage
PLOUDALMEZEAU,CM659,Franchisés,EE,Electricité,25,6, ,0,HH,Eté,30,2023-06-18,2023-06-25,40,10.0,7.0,7,490.0,Récurrent,0.3333333333333333,Nuit,Impact Client,Eclairage
PLOUDALMEZEAU,CM659,Franchisés,EE,Electricité,26,6, ,0,HH,Eté,30,2023-06-25,2023-07-01,40,10.0,7.0,6,420.0,Récurrent,0.3333333333333333,Nuit,Impact Client,Eclairage 
PLOUDALMEZEAU,CM659,Franchisés,EE,Electricité,22,6, ,0,HH,Eté,30,2023-06-04,2023-06-04,40,10.0,7.0,1,70.0,Récurrent,0.3333333333333333,Dim,Impact Client,Changement de comportement
PLOUDALMEZEAU,CM659,Franchisés,EE,Electricité,25,6, ,0,HH,Eté,30,2023-06-25,2023-06-25,45,15.0,7.0,1,105.0,Récurrent,0.5,Dim,Impact Client,Changement de comportement
PLOUDALMEZEAU,CM659,Franchisés,EE,Electricité,23,6, ,0,HH,Eté,30,2023-06-11,2023-06-11,45,15.0,7.0,1,105.0,Récurrent,0.5,Dim,Impact Client,Multi-usage
PLOURIN,CM108,Franchisés,EE,Electricité,22,6, ,0,HH,Eté,15,2023-06-01,2023-06-04,20,5.0,3.0,3,45.0,Récurrent,0.3333333333333333,Nuit,Impact Client,Eclairage
PLOURIN,CM108,Franchisés,EE,Electricité,24,6, ,0,HH,Eté,15,2023-06-11,2023-06-18,20,5.0,6.0,7,210.0,Récurrent,0.3333333333333333,Nuit,Impact Client,Eclairage
PLOURIN,CM108,Franchisés,EE,Electricité,25,6, ,0,HH,Eté,15,2023-06-19,2023-06-25,20,5.0,6.0,6,180.0,Récurrent,0.3333333333333333,Nuit,Impact Client,Eclairage
PLOURIN,CM108,Franchisés,EE,Electricité,26,6, ,0,HH,Eté,15,2023-06-25,2023-07-01,20,5.0,6.0,6,180.0,Récurrent,0.3333333333333333,Nuit,Impact Client,Eclairage 
PLOURIN,CM108,Franchisés,EE,Electricité,22,6, ,0,HH,Eté,15,2023-06-04,2023-06-04,20,5.0,7.0,1,35.0,Récurrent,0.3333333333333333,Dim,Impact Client,Changement de comportement
PLOURIN,CM108,Franchisés,EE,Electricité,25,6, ,0,HH,Eté,15,2023-06-25,2023-06-25,20,5.0,7.0,1,35.0,Récurrent,0.3333333333333333,Dim,Impact Client,Changement de comportement
PLOURIN,CM108,Franchisés,EE,Electricité,23,6, ,0,HH,Eté,15,2023-06-04,2023-06-11,20,5.0,5.0,7,175.0,Récurrent,0.3333333333333333,Nuit,Impact Client,Multi-usage
PLOURIN,CM108,Franchisés,EE,Electricité,23,6, ,0,HH,Eté,15,2023-06-11,2023-06-11,20,5.0,7.0,1,35.0,Récurrent,0.3333333333333333,Dim,Impact Client,Multi-usage
POMPAIRE,CS200,Super Casino,EE,Electricité,22,6, ,0,HH,Eté,45,2023-06-01,2023-06-04,45,0.0,7.0,3,0.0,Récurrent,0,Nuit,Impact Client,Eclairage
POMPAIRE,CS200,Super Casino,EE,Electricité,23,6, ,0,HH,Eté,45,2023-06-04,2023-06-11,45,0.0,7.0,7,0.0,Récurrent,0,Nuit,Impact Client,Eclairage 
POMPAIRE,CS200,Super Casino,EE,Electricité,26,6, ,0,HH,Eté,45,2023-06-25,2023-07-01,45,0.0,7.0,6,0.0,Récurrent,0,Nuit,Impact Client,Multi-usage
POMPAIRE,CS200,Super Casino,EE,Electricité,24,6, ,0,HH,Eté,45,2023-06-11,2023-06-18,45,0.0,7.0,7,0.0,Récurrent,0,Nuit,Impact Client,Multi-usage
POMPAIRE,CS200,Super Casino,EE,Electricité,25,6, ,0,HH,Eté,45,2023-06-18,2023-06-25,50,5.0,7.0,7,245.0,Récurrent,0.1111111111111111,Nuit,Impact Client,Multi-usage
POMPAIRE,CS200,Super Casino,EE,Electricité,24,6, ,0,HH,Eté,45,2023-06-18,2023-06-18,50,5.0,7.0,1,35.0,Récurrent,0.1111111111111111,Dim,Impact Client,Multi-usage
POMPAIRE,CS200,Super Casino,EE,Electricité,22,6, ,0,HH,Eté,45,2023-06-04,2023-06-04,55,10.0,7.0,1,70.0,Récurrent,0.2222222222222222,Dim,Impact Client,Changement de comportement
POMPAIRE,CS200,Super Casino,EE,Electricité,23,6, ,0,HH,Eté,45,2023-06-11,2023-06-11,60,15.0,7.0,1,105.0,Récurrent,0.3333333333333333,Dim,Impact Client,Changement de comportement 
POMPAIRE,CS200,Super Casino,EE,Electricité,25,6, ,0,HH,Eté,45,2023-06-25,2023-06-25,60,15.0,7.0,1,105.0,Récurrent,0.3333333333333333,Dim,Impact Client,Changement de comportement
PONT DE CHOISY,CS299,SES,EE,Electricité,22,6, ,0,HH,Eté,60,2023-06-04,2023-06-04,100,40.0,7.0,1,280.0,Récurrent,0.6666666666666666,Dim,Impact Client,Changement de comportement
PONT DE CHOISY,CS299,SES,EE,Electricité,24,6, ,0,HH,Eté,60,2023-06-18,2023-06-18,110,50.0,7.0,1,350.0,Récurrent,0.8333333333333334,Dim,Impact Client,Changement de comportement
PONT DE CHOISY,CS299,SES,EE,Electricité,23,6, ,0,HH,Eté,60,2023-06-11,2023-06-11,110,50.0,7.0,1,350.0,Récurrent,0.8333333333333334,Dim,Impact Client,Changement de comportement 
